adj	nn	attribute	semclass	status	context
rau	Klima	climate	natPhenomenon	collocation	Es entsteht ein gurgelnder , rauer Klang , der im Jazz , der Rockmusik , dem Blues und Rock n Roll als Effekt benutzt wird .
blank	Klinge	surface	artifact	free	Kritisiert werden auch der Staat und seine Organe wie die Polizei - " abgemagerter und in Lumpen gehüllter Proletarier , von Gendarmen mit blanker Klinge bewacht " - und das Militär .
scharf	Klinge	shape	artifact	free	Ang Lees " Das Hochzeitsbankett " " ( Hsi yen ) " war Altmans schärfster Konkurrent : Der Film wurde sechsmal für Preise vorgeschlagen , blieb aber unprämiert .
steil	Klippe	dimension	natObject	free	Der erste Pass bewacht den Eingang der Schlucht und besitzt eine enge Öffnung , die von steilen Klippen umgeben ist .
dumm	Klischee	intelligence	cognition	free	Das ganze noch garniert mit ein paar dummen Klischees und dem üblichen " früher war alles besser " .
reich	Klub	social	group	free	So drückt die Fanszene sinnbildlich die Rolle des Underdogs aus , der gegen übermächtige , reiche Klubs kämpft .
blind	Knabe	health	person	free	In der Ausgabe der Lichtbild-Bühne vom 7. Mai 1925 heißt es : " Eine geniale darstellerische Leistung gab der kleine Waldemar Pottier als blinder Knabe .
zart	Knabe	constitution	person	collocation	Die Zumutungen militärischen Drills und die Erfahrungen einer reinen Männergesellschaft traumatisierten den zarten Knaben nachhaltig .
blank	Knochen	appearance	body	collocation	Hierbei werden chemische und biologische Verfahren und Vorgänge genutzt , um das umliegende Weichteilgewebe zu entfernen und so eine Ansicht der blanken Knochen zu ermöglichen .
blank	Knopf	surface	artifact	free	Seit 1915 wurden zusätzlich je ein kleiner blanker Knopf auf den hinteren Enden der Paroli angelegt , der hinter den Distinktions-Abzeichen des Titular-Dienstgrades ( z . B.
rund	Knopf	shape	artifact	free	Er trägt einen Mantel aus goldfarbenem Brokatstoff mit runden Knöpfen , den sog. " campanoni d'oro " .
dick	Knüppel	dimension	artifact	free	Ein Tanbō ist ein etwa 60 cm bis etwa 100 cm langer und 3 bis 3½ cm dicker Knüppel .
hölzern	Kochlöffel	material	artifact	free	Das Mehl und die Butter , am besten mit einem hölzernen Kochlöffel , vorsichtig unter die Eiercreme ziehen .
tot	Kollege	state	person	free	3.000 Polizisten erwiesen ihrem toten Kollegen mit einem Schweigemarsch durch die Wiener Innenstadt die letzte Ehre .
herrlich	Kombination	evaluation	relation	collocation	Was für eine herrliche Kombination mit dem Trüffel-Ei und dem Sellerie , das hätte ich mit Sicherheit auch sofort bestellt .
hell	Komet	brightness	location	free	Er ist auch für die Entdeckung eines sehr hellen Kometen bekannt , den er am 1. August 1729 in Nîmes mit bloßem Auge beobachtete .
bitter	Kommentar	emotion	communication	collocation	Isoliert vom westlichen konzeptionellen Rahmen konnte Performance unter verschiedenen Bedingungen wie ein spielerischer Protest oder wie ein bitterer Kommentar verstanden werden .
dumm	Kommentar	intelligence	communication	free	Wenn im Vatikan 80 Menschen sterben oder in Indien bei einer religiösen Stätte , kommen dann genau die gleichen dummen Kommentare ?
knapp	Kommentar	description	communication	collocation	Continued " , die ebenfalls bei Brill erscheint und Übersetzungen sowie knappe Kommentare bietet , ist " Brill's New Jacoby " nur online zugänglich .
schlau	Kommentar	intelligence	communication	free	Vielleicht informieren Sie sich einmal über die Fakten , bevor Sie hier schlaue Kommentare absondern .
blank	Kommerz	certainty	possession	collocation	Wagen Sie es , den Russen zu sagen , was Sache ist , oder geht es Ihnen bei der Europäischen Union schließlich nur um Geld und blanken Kommerz ?
offen	Kommunikation	description	communication	collocation	Es waren wohl acht Mann , die in einer ganz normalen und somit auch offenen Kommunikation ihr künftiges Verhalten besprachen .
sicher	Kommunikation	security	communication	free	Die meisten sind leider mit proprietären Betriebssystemen ausgestattet , jedoch kann man fast überall einen geeigneten Client zur sicheren Kommunikation downloaden und installieren .
bitter	Komödie	emotion	artifact	collocation	Die Alltäglichkeit des Lebens seiner Protagonisten macht den Film zu einem Meisterwerk einer bitteren Komödie .
frech	Komödie	description	communication	collocation	Im Januar 1897 schrieb er , er möchte unter freiem Himmel  eine gesunde und freche Komödie  schreiben .
schwarz	Komödie	type	artifact	collocation	Der Roman ist eine schwarze Komödie und beschreibt Ereignisse im Leben eines britischen Konsulatsangestellten in dem ( fiktiven ) westafrikanischen Staat Kinjanja .
dick	Kompliment	intensity	event	collocation	Grad der letzte Satz ist ja auch ein dickes Kompliment , nicht
historisch	Kompromiß	importance	communication	collocation	Abendroth sah im Grundgesetz einen historischen Kompromiß , in dem die gesellschaftliche Ordnung bewußt nicht festgelegt worden war .
offen	Konflikt	social	event	collocation	Als die weiterhin Otto II. loyale Familie Coloprini mit den pro-byzantinischen Morosini und Orseolo in offenen Konflikt geriet , wandte sie sich an Kaiser Otto .
hart	Konfrontation	intensity	event	collocation	Die harte Konfrontation , die sich im " Adlerstreit " entlud , die Entscheidung Heiligenkreuzer- oder Kaiser-Steinbruch .
offen	Konfrontation	social	event	collocation	Aber Scheich Haidar vermied eine offene Konfrontation mit Uzun Hasan und wandte seine Kräfte gegen die " Ungläubigen " Tscherkessen und Alanen im Kaukasus .
mächtig	König	power	person	free	Er erkennt im Traum , dass er selbst der mächtige König Sekakis ist , und sein Talisman , der Karfunkel , ist die Liebe zu Röschen .
spät	König	time	person	collocation	Sie wurde zur Stammmutter der späteren Könige von Ungarn , wodurch praktisch alle Herrscherhäuser Europas von ihr abstammen .
tot	König	state	person	free	Genauer fassbar wird die Kosmologie in den Pyramidentexten , die den Aufstieg des toten Königs zum Himmel schwerpunktmäßig zum Inhalt haben .
hart	Konkurrent	effort	person	collocation	In den nächsten Jahren hatte Chadarzew in der Sowjetunion in Magomed Magomedow und in Leri Chabelowi zwei harte Konkurrenten im Kampf um die Startplätze bei den internationalen Meisterschaften .
mächtig	Konkurrent	power	person	free	Zudem war der Promotion mit Ring of Honor ein mächtiger Konkurrent innerhalb der unabhängigen Wrestling-Szene erwachsen .
scharf	Konkurrent	effort	person	collocation	Doch mit Ragusa , das gegen Tribut von den Osmanen unabhängig blieb , trat hier eine scharfe Konkurrenz auf .
stark	Konkurrent	effort	person	collocation	Ganz vorne lag der Japaner Takeshi Sō , der etwa mit fünf Sekunden Vorsprung vor einer Gruppe mit starken Konkurrenten führte .
frei	Konkurrenz	social	relation	collocation	Dieser Mechanismus sei es , der " unter der Voraussetzung freier Konkurrenz , die Tendenz hat , dem Wertgesetz Geltung zu verschaffen " .
hart	Konkurrenz	effort	group	collocation	Bei weiteren internationalen Meisterschaften wurde Pejman Dorostkar , der im Iran in seiner Gewichtsklasse eine harte Konkurrenz hatte , nicht mehr eingesetzt .
mächtig	Konkurrenz	power	group	free	Die neugegründete " Silber- und Metallwarenfabrik Brandner " hatte also mächtige Konkurrenz in der Stadt .
scharf	Konkurrenz	effort	group	collocation	Hintergrund waren der scharfe Konkurrenzkampf , der grosse Finanzbedarf für die Modernisierung der Betriebe und das Brauereisterben .
stark	Konkurrenz	intensity	group	collocation	Bald gehörte er zum chinesischen Nationalkader , konnte sich dort jedoch gegen die starke Konkurrenz nicht durchsetzen .
hart	Konkurrenzkampf	intensity	event	collocation	Nachdem 1733 die Mühle in Vollem errichtet wurde , fand ein harter Konkurrenzkampf der Müller um die Kunden statt .
scharf	Konkurrenzkampf	intensity	event	collocation	Der Alltag in Friedensthal stand in scharfem Kontrast zu der  äußeren Welt  der umliegenden westfälischen Städte und Dörfer .
bitter	Konsequenz	emotion	event	collocation	In diesem Buch wird der Untergang Kaiser Maximilians von Mexiko beschrieben , der nicht ohne eigene Schuld die bitteren Konsequenzen seiner Politik erdulden muss .
hart	Konsequenz	description	event	collocation	Wegen angeblicher Wehrkraftzersetzung wurde er in eine Strafkompanie versetzt , doch bewahrte ihn seine Tätigkeit in frontnaher U-Musik vor härteren Konsequenzen .
zart	Konstitution	constitution	body	collocation	Auf Grund seiner zarten Konstitution hielt er diese Lehre aber nicht durch und so wechselte er im Jahre 1916 ins Goldschmiedhandwerk über .
hölzern	Konstruktion	material	artifact	free	Dabei erwies sich neben dem Vorteil der hohen Geschwindigkeit auch die Robustheit der hölzernen Konstruktion als vorteilhaft .
windig	Konstruktion	certainty	artifact	collocation	Ich würde mein iPhone nicht auf so einer windigen Konstruktion balancieren wollen .
hart	Kontrast	intensity	relation	collocation	Die Stärke des Effekts ist außerdem vom verwendeten Bildmaterial abhängig : Schwarz-Weiß-Bilder , harte Kontraste und schnelle Motivbewegungen verstärken den Effekt .
scharf	Kontrast	intensity	relation	collocation	Die meisten von ihnen waren Vertragsarbeiter aus Vietnam und Mosambik , die unter scharfer Kontrolle und schwierigen Bedingungen in der DDR lebten .
stark	Kontrast	intensity	relation	collocation	In starkem Kontrast dazu stehen die gut abgegrenzten und symmetrischen , schwarzen Färbungselemente , die oft über die Hälfte der Fläche einnehmen .
scharf	Kontrolle	rigidity	event	collocation	Einige seiner Thesen lösten in der Fachwelt eine scharfe Kontroverse aus , haben die Bismarck Forschung aber insgesamt belebt .
stark	Kontrolle	intensity	event	collocation	Nun , ich denke mal , bessere Monetarisierung der virtuellen Währung so wie stärkere Kontrolle darüber , das dürften die Gründe sein .
scharf	Kontroverse	intensity	event	collocation	Die Aufmerksamkeit anregend wirken intensive Farben , starke Kontraste , scharfe Konturen sowie komplexe Formen und Elemente die eine intellektuelle Auseinandersetzung anregen .
scharf	Kontur	precision	shape	collocation	Bei allen vier Pfoten sind die ersten vier Zehen gut entwickelt und mit scharfen Krallen versehen ; die fünfte Zehe ist zurückgebildet .
starr	Konventionen	rigidity	communication	collocation	Mit Isadora Duncan entstand dann eine Bewegung gegen die starren Konventionen des klassischen Balletts .
stark	Konzentration	intensity	quantity	collocation	Obwohl der Angriff eine weniger starke Konzentration erreichte und die Bomben mit einer geringeren Trefferdichte einschlugen , wurden weitere 8,5 km Stadtgebiet niedergebrannt .
starr	Konzept	rigidity	cognition	collocation	Das für beide Vertragspartner reichlich starre Konzept (  Wasserfallmodell  ) hat sich nicht zuletzt durch die komplexe Dynamik von Änderungsprozessen überholt .
mächtig	Konzern	power	group	free	Der mächtige Konzern hat großen finanziellen und politischen Einfluss in der Gesellschaft und gilt in der Öffentlichkeit als führender Anbieter von Computertechnologie , Biotechnologie und Arzneimitteln .
dick	Kopf	appearance	body	collocation	Im Flug wirkt die Zwergohreule ausgesprochen langflügelig , ist jedoch von dem in ähnlichen Lebensräumen vorkommenden Ziegenmelker durch den dicken Kopf sehr gut unterscheidbar .
hell	Kopf	brightness	body	free	Jungvögel haben einen hellen Kopf , eine weiße Brust und einen schmutzigweißen , oft unvollständig quer gebänderten Schwanz .
rund	Kopf	shape	body	collocation	Meerkatzen haben einen runden Kopf , einen schlanken Körper , lange hintere Gliedmaßen und einen langen Schwanz .
herrlich	Kopfball	evaluation	event	collocation	Nach einer Flanke von Jesús María Pereda überwand er mit einem herrlichen Kopfball Lew Jaschin im Tor der UdSSR .
grob	Kopfsteinpflaster	texture	substance	free	Höhepunkt sind dabei die Weltmeisterschaften im Schiebockrennen , bei dem die Wettkämpfer beladene Schiebocke um die Wette über grobes Kopfsteinpflaster durch die Stadt karren .
grob	Korn	texture	shape	free	Besteht der Boden zu mehr als 75 % aus solchen groben Körnern , dann spricht man von einem Skelettboden .
mächtig	Körper	dimension	body	collocation	Der Bouvier hat einen mächtigen Körper mit einer kräftigen Brust und einem kurzen , breiten , muskulösen Rücken .
rund	Körper	shape	body	free	Die zu den Thalasseleotrididae gezählten Fische haben eine typische Grundelgestalt mit dickem Kopf , zwei Rückenflossen , weit vorn sitzende Bauchflossen und einen langgestreckten , im Querschnitt runden Körper .
starr	Körper	movement	shape	free	Der Drehimpuls eines starren Körpers bezüglich eines Punktes formula_3 wird ebenfalls aus einem Integral berechnet und es ergibt sich analog zum vorherigen Abschnitt :
tot	Körper	state	body	free	Im Innern befinden sich zahlreiche tote Körper und die Scheune entpuppt sich als Räucherkammer .
zart	Körper	texture	body	free	Die kleinen Mücken haben einen schlanken und zarten Körper mit langen , dünnen Beinen .
leicht	Korrektur	intensity	event	collocation	Sie erhielt nun eine leichte Korrektur der Brüstung und wurde in der Folge von runden , schlanken romanischen Säulen als Stützen getragen .
sanft	Korrektur	intensity	event	collocation	Das ist keine sanfte Korrektur , wie sie nach einer gedankenlosen Formulierung angebracht wäre , das ist der reißerische Titel einer Brandrede .
dunkel	Korridor	brightness	artifact	free	Jedoch streift auch ein als Harlekin verkleideter Mörder durch die dunklen Korridore und versucht , die fünf Schüler nach und nach zu ermorden .
starr	Korsett	movement	artifact	free	Die könnte jedoch für einige durchaus reizvoll sein , wenn das starre Korsett der Rechtewahrnehmung gelockert würde .
deftig	Kost	taste	food	free	Deftige Kost bestimmt die Gebirgsküche aus dem Aspromonte , dem Monte Poro und der Sila .
karg	Kost	quantity	food	free	Dort herrscht ein strenges Regiment und karge Kost - vermeintlich , um die Pensionsknaben zu  Spartanern  zu erziehen .
deftig	Köstlichkeit	taste	food	free	Zu Würfeln geschnitten , mit etwas Wasser Schmalz und Grieben angebraten , war es eine deftige Köstlichkeit .
süß	Köstlichkeit	taste	food	free	Eine weniger bekannte süße Köstlichkeit sind die Leipziger Räbchen , in heißem Öl ausgebackene , mit Marzipan gefüllte Dörrpflaumen .
dunkel	Kostüm	brightness	artifact	free	Auf Konzerten tritt die Band szenetypisch in dunklen Kostümen mit passendem Makeup auf , wenngleich das Outfit teilweise während der Konzerte selbst variiert .
herrlich	Kostüm	evaluation	artifact	free	Rob Wagner schrieb seinerzeit im " Script Magazine " , dass der Film " spektakulär ausgestattet " sei und mit " herrlichen Kostümen von Gwen Wakeling " aufwarten könne .
knapp	Kostüm	dimension	artifact	collocation	Trug eine Schauspielerin ein so knappes Kostüm , das ein Versteck schwer zu finden war , konnte der Sender auch in den Haaren verborgen werden .
schwarz	Kostüm	color	artifact	free	Er verkleidet sich mit dem gleichen schwarzen Kostüm , das Leopold Mozart bei seinem Besuch in Wien auf einem Maskenball getragen hat .
